id,link_title,web_link
20708928,People Simply Empty Out (1986),www.lettersofnote.com
20707895,"I wasn’t getting hired as a data scientist, so I sought data on who is",towardsdatascience.com
20706174,AI startup claims to automate app making but actually just uses humans,www.theverge.com
20705173,Martini: Real-Time Terrain Mesh Generator,observablehq.com
20701671,"I completed Ultimate Go, took good notes and commented directly on source code",github.com
20696032,Huawei Technicians Helped African Governments Spy on Political Opponents,www.wsj.com
20703721,CutiePi – All-in-one Raspberry Pi tablet,cutiepi.io
20701644,America’s elderly seem more screen-obsessed than the young,www.economist.com
20700810,Google Forcing Nest Cameras’ Visual Indicator Light To Be On,www.mattcrampton.com
20708598,Google Warns Developers That All New Android Apps Require 3 Days for Approval,www.choiceofgames.com
20708298,Trigger a Kernel Panic to Diagnose Unresponsive EC2 Instances,aws.amazon.com
20708889,Static Analysis at Scale: An Instagram Story,instagram-engineering.com
20708522,Chemists make first-ever ring of pure carbon,www.nature.com
20705755,Hedonometer,hedonometer.org
20692794,Mapped: The world’s coal power plants,www.carbonbrief.org
20708596,Toptal sues co-founder Breanden Beneschott for fraud,www.pacermonitor.com
20683177,The death of a weather satellite as seen by SDR,hackaday.com
20701480,Moravec's Paradox,en.wikipedia.org
20684411,A bug I wish I hadn't caught,roganmurley.com
20704002,Columnist asked researchers what they could find out from just his cell number,www.nytimes.com
20693494,Which Is the Best John Le Carré Novel? (2014),www.newyorker.com
20706242,"Google’s rivals opt out of search engine auction, calling it ‘anti-competitive’",venturebeat.com
20705471,Rust 1.37.0,blog.rust-lang.org
20709563,YouTube’s LGBTQ Problem Is a Business-Model Problem,onezero.medium.com
20679253,Swadesh List,en.wikipedia.org
